a.m,n.(缩)上午；午前
street,n.街街道行车道adj.街道的
strength,n.力力量力气长处强度
strengthen,vt.加强变坚固巩固
stress,n.压力紧张重音负载vt.着重强调vi.强调着重
stretch,vt.伸展张开vi.伸延伸n.伸展张开adj.可伸缩的
strict,adj.严格的严谨的精确的完全的
strictly,adv.严格地严谨地
stride,vi.大踏步走 n.大步
strike,vt. &vi.打击撞罢工划燃n.罢工打击殴打
striking,a.显著的，惊人的
string,"n.线细绳一串字串vt.串起成串收紧悬挂系扎vi.给...装弦adj.
线的"
strip,vt.剥夺剥去夺去脱衣n.条带长条条状脱衣舞
stripe,n.条纹条子条纹布军士军阶种类鞭打抽打vt.使...带有条纹
strive,vi.努力，奋斗，力求
stroke,"n.打击鸣声中风笔画连续的动作心跳抚摩捋vt.奉承轻抚摩捋vi.
击打心跳..."
strong,adj.强壮的强烈的坚强的浓的擅长的
strongly,adv.强壮地强烈地强有力地坚固地坚强地激烈地
structural,adj.结构的构造的建筑的建筑用的
structure,n.结构构造建筑物vt.建造构造
struggle,n. &vi.斗争挣扎竞争奋斗
stubborn,a.顽固的；顽强的
student,n.学生研究生学者
studio,n.工作室；播音室
study,"n.学习研究学科沉思书房vt.学读书计划研究记忆调查vi.学习研
究沉思"
stuff,n.材料原料东西素质本质废物vt.装填塞填满塞满
stumble,vi.绊倒犯错失策踌躇无意中发现vt.绊倒困惑n.绊倒失策
stupid,adj.愚蠢的感觉迟钝的笨拙的n.傻瓜
sturdy,a.坚定的；牢固的
style,n.风格文体式样时尚类型vt.称呼设计
subject,"n.题目学科,主语主题话题题材主观(君主国)国民实验对象adj.
服从的易患的vt.使隶属使服从使遭遇"
subjective,"a. 主观的,个人的"
submarine,adj.水下的海底的n.潜水艇vt.用潜艇袭击vi.滑入...底下
submerge,vt.使浸没潜入水中覆盖vi.潜入水中浸没
submit,vt.使服从屈服呈送递交主张vi.服从屈从忍受
subordinate,a.下级的，辅助的
subscribe,vi.订购，认购；预订
subsequent,adj.随后的后来的
subsidiary,a.辅助的，补充的
subsidy,"n. 补助金,津贴"
substance,n.物质实质本旨内容重要性财产
substantial,adj.物质的坚固的实质的可观的大量的n.重要部份本质
substitute,n.代替人代用品vt.用...代替代以代替
subtle,a.微妙的；精巧的
subtract,vt.减减去去掉扣掉vi.减少
suburb,n.郊区郊外近郊
subway,n.地道地下铁路
succeed,vt.继...之后vi.成功成功继承接着发生
success,n.成功成就胜利发财成功者成功的事物
successful,adj.成功的结果良好的圆满的
successfully,advS.成功地
succession,n.连续继任继位继承继承权
successive,adj.连续的接连的接二连三的
successor,n.继承人，继任者
such,adj.这样的如此的pron.这样的人或事adv.如此地
suck,vt.吸吮啜吸收吸入vi.吸吸收奉承<俚>烂令人讨厌n.吸吮吸力
sudden,adj.突然的意外的快速的出乎意料的n.突发之事
suddenly,adv.突然地
sue,"vt. 控告,请愿"
suffer,vt.遭受忍受容许允vi.受苦患病受损失
suffice,vi.足够；有能力
sufficient,adj.足够的充分的
sufficiently,adv.足够地充分地
sugar,n.糖vt.使甜使具有吸引力vi.形成糖状变成颗粒状造枫糖浆
suggest,vt.建议暗示启发要求
suggestion,n.建议意见暗示迹象联想
suicide,n.&vi.&vt.自杀
suit,n.起拆诉讼请求套装vt.适合取悦满足
suitable,adj.合适的适宜的adv.<古>合适地恰当地
suitcase,n.小提箱，衣箱
sulphur,n.硫(磺)硫黄
sum,n.总数金额顶点概略一笔钱vi.共计总计概括
summarize,vt.概括概述总结摘要而言
summary,n.摘要概要一览adj.概要的简略的
summer,n.夏夏季adj.夏季的v.度过夏天
summit,n.顶点，最高点；极度
summon,vt.召唤；鼓起(勇气)
sun,n.太阳日阳光中心人物像太阳般的东西v.晒太阳
Sunday,n.星期日礼拜日adj.星期日的
sunlight,n.日光阳光
sunny,adj.阳光充足的睛朗的明媚的快活的
sunrise,n.日出(时分)
sunset,n.日落(时分)衰落时期(尤指人的晚年)
sunshine,n.(直射)日光阳光
super,adj.极好的超级的n.主管人负责人警务长adv.特别格外
superb,a.壮丽的；超等的
superficial,adj.表面的肤浅的
superior,adj.较高的优越的上层的上好的出众的高傲的n.上级高手上标
superiority,n.优越(性)，优势
supermarket,n.超级市场
supersonic,a.超声的，超声速的
supervise,vt.&vi.监督，监视
supper,n.晚饭晚餐晚餐会
supplement,n.补充物补充增刊增补vt.补充增补
supplementary,"a.补足,补充,追加的"
supply,n.补给供给供应贮备vt.补给供给提供提供足够以满足
support,vt.支撑支持供养帮助n.支持援助供养
suppose,"vt.猜想假定让以为认为应该获准(be suppose to)让(虚拟语
气)vi.推测"
suppress,vt.镇压；抑制；隐瞒
supreme,adj.最高的最大的至上的极度的
sure,adj.确信的确实的肯定的adv.当然确实地无疑地
surely,adv.确实稳当地安全地
surface,"n.地面表面外表平面adj.表面的肤浅的vt.在...上加表层使...
成平面vi.浮到水面披露出来在表面工作"
surge,"n.vt. 激增,奔放,汹涌,澎湃"
surgeon,n.外科医师；军医
surgery,n.外科外科手术诊所
surname,n.姓vt.冠姓
surpass,vt.超过，超越，胜过
surplus,n.过剩，剩余(物资)
surprise,vt.使惊奇使诧异奇袭突然袭击n.惊奇诧异惊讶突然袭击
surprising,adj.惊人的出人意外的令人惊讶的动词surprise的现在分词
surprisingly,adv.惊人地(意外地)
surrender,v.交出让与投降屈服n.投降屈服放弃
surround,vt.围围绕圈住包围环绕n.环绕物
surroundings,n.周围的事物环境名词surrounding的复数形式
survey,vt.俯瞰检查调查测量勘定纵览环视n.调查纵览视察测量
survival,n.幸存，残存；幸存者
survive,vt.幸免于比...活得长艰难度过vi.活下来活着继续存在
susceptible,"a. 易受影响的,易感动的"
suspect,vt.怀疑猜想vi.疑心猜想n.嫌疑犯adj.令人怀疑的不可信的
suspend,vt.吊推迟悬挂暂停取消vi.悬挂中止停止偿付债务
suspension,"n. 悬挂,暂停,中止"
suspicion,n.怀疑疑心猜疑
suspicious,a.可疑的；猜疑的
sustain,vt.支撑支持供养忍受承受经受维持认可
swallow,"n.燕子吞咽一次吞咽的量vt.吞下咽下忍受不流露感情收回vi.咽
口水忍气吞声吞下咽下"
swamp,n.沼泽沼泽地湿地v.淹没陷于沼泽
swan,n.天鹅vi.闲荡游荡
swarm,n.一大群蜂窝vi.密集云集充满
sway,vt.& vi.摇摆摇动支配影响n.摇摆动摇支配
swear,vt.宣(誓)发誓vi.诅咒n.宣誓誓言
sweat,"n.汗汗水(凝结在物体表面的)水珠焦急繁重工作vi.出汗渗出焦
躁辛苦工作vt.(使)出汗使渗出榨取逼问使焦虑"
sweater,n.厚运动衫毛线衫毛衣出汗者
sweep,"vt.扫扫过扫除拂去刮起掠过席卷扫视全胜vi.打扫席卷昂首阔步
地走连绵全胜n.扫除席卷搜寻挥动范围风帆(竞赛中)全胜连绵一
片赌金"
sweet,adj.甜的愉快的可爱的n.糖甜食adv.甜蜜地
swell,"vi.膨胀隆起增长vt.(使)膨胀(使)鼓起(使)增长n.膨胀肿胀增大
衣着时髦的人风头人物adj.<口>很棒的一流的时髦的"
swift,"adj.快的反应快的迅速的n.雨燕线轴n.斯威夫特(人名)adv.快速
地"
swim,vi.游游泳眼花n.游泳
swing,vi.摇摆回转旋转动摇n.摇摆改变冲力
Swiss,adj.瑞士的n.瑞士人
switch,n.开关转换鞭子vt.转换改变交换鞭打n.(女用)假发
sword,n.剑刀
symbol,n.象征符号记号标志
symmetry,n.对称(性)，匀称
sympathetic,adj.同情的和谐的共鸣的n.交感神经
sympathize,vi.同情同感共鸣
sympathy,n.同情同情心一致同感赞同慰问
symphony,n.交响乐；交响乐团
symposium,n.酒会；座谈会
symptom,n.症状，征候，征兆
synthesis,n.合成；综合，综合物
synthetic,adj.综合的合成的人造的n.人工制品
system,n.系统体系制度
systematic(al),adj.有系统的有条理的有计划的分类的体系的
table,"n.桌子台子餐桌表格项目表vt.将...放于桌上提交讨论搁置列入
表中adj.桌子的"
tablet,n.碑，匾；药片
tackle,vt.解决，对付 n.用具
tactics,n.策略；战术，兵法
tag,"n.附加语附属物名称谚语标签vt.附以签条尾随添饰指责连接vi.
紧随尾随"
tail,"n.尾巴尾部后部辫子跟随者(复)tails：燕尾服(硬币的)反面vt.
跟踪盯...的梢为...装尾巴vi.尾随附于其后逐渐减少n.限嗣继
承adj.限嗣继承的"
tailor,n.裁缝vt.裁制衣服剪裁vi.做裁缝
take,vt.拿抓吃拿走取修(课程)花费记录认为搭乘n.拿取取得物
tale,n.故事传说叙述谎话总计
talent,n.天才才能人才天资
talk,vi.讲话说vt.谈论商讨n.谈话会谈讲话讨论
tall,adj.高的身材高的难以置信的难以办成的夸大的adv.夸大地
tame,adj.驯服的顺从的柔顺的乏味的vt.驯养使...驯服vi.变得驯服
tan,n.棕褐色黝黑adj.棕黄色的棕褐色的v.晒黑鞣(革)使晒成棕褐色
tangle,vt.使缠结，使纠缠
tank,n.坦克大容器槽箱罐贮水池vt.把...储于槽中
tap,"n.龙头塞子窃听轻拍轻敲鞋掌vi.轻拍轻击补鞋掌选择vt.装龙头
窃听利用开发"
tape,"n.线带磁带录音带磁带胶布v.(用带子)捆录音adj.录音的, 用来
录音的"
tar,n.柏油，焦油
target,n.靶标的目标对象vt.把...作为目标瞄准
tariff,"n.关税,价格表,收费表 vt. 课以关税"
task,n.任务工作作业vt.交给某人(任务)
taste,vt.尝尝到品尝尝试有...味道的n.味觉味道品味尝试
tax,n.税税款负担重负vt.课税使...负重荷斥责
taxi,n.出租汽车v.用出租车运送乘计程车(飞机)滑行
tea,n.茶茶叶茶树茶点
teach,vt.讲教育教教书教导教训vi.给予指导
teacher,n.教师老师先生
teaching,n.教学教义讲授教导adj.教学的动词teach的现在分词
team,n.队组vt.协同工作vi.结成一队adj.团队的
tear,"n.眼泪泪珠(撕破的)洞或裂缝撕扯vt.撕掉撕开撕裂扯下扰乱vi.
流泪撕破"
tease,vt.逗乐，戏弄；强求
technical,adj.技术的工艺的
technician,n.技术员技师
technique,n.技术技巧技能
technology,n.工艺学工艺技术
tedious,adj.冗长乏味的单调乏味的沉闷的
teenager,n.青少年13岁到19岁的年轻人
telegram,n.电报vt.向...发电报
telegraph,n.电报机电报vt.打电报显示
telephone,n.电话vi.打电话
telescope,n.望远镜v.缩短压缩
television,n.电视电视机电视节目电视行业
tell,vt.讲述吩咐辨别告诉vi.讲述告诉产生效果告发
temper,n.调剂韧度回火度心情情绪脾气性情vt.使缓和调和vt.使回火
temperament,"n. 气质,性质,性情"
temperature,n.温度体温气温发烧
temple,n.圣堂神殿庙宇寺院
tempo,"n. 拍子,速率,节奏"
temporary,adj.暂时的n.临时工
tempt,vt.引诱诱惑吸引勾引
temptation,n.诱惑引诱
ten,num.十十个
tenant,n.承担人房客佃户占用者vt.租借租赁
tend,vt.照管照料护理趋向易于走向倾向
tendency,n.趋向趋势倾向
tender,"adj.嫩的脆弱的温柔的亲切的敏感的未成熟的痛的(船)易倾斜的
v.提供投标(使)变柔软n.提出投标支付偿还照管人补给船煤水车"
tennis,n.网球网球运动
tense,n.(动词)时态时adj.拉紧的绷紧的紧张的v.使紧绷拉紧
tent,n.帐篷v.住帐篷宿营
tentative,"n.试验,假设a.试验性,暂时的"
tenth,num.第十十分之一n.第十十分之一
term,n.期学期条件词术语名词期限条款vt.把...称为
terminal,adj.末端的终点的晚期的(每)学期的n.末端终端机终点终点站
terminate,vt.&vi.停止，终止
terrace,n.平台，阳台，露台
terrain,"n. 地带,地域,范围,领域"
terrible,adj.可怕的极度的糟糕的
terrific,adj.可怕的极大的极好的非常的
terrify,vt.使恐怖，使惊吓
territory,n.领土版图领域范围
terror,n.恐怖惊骇<口>令人惧怕或讨厌的人或事物
test,n.测试试验考验vt.测试试验接受测验adj.测试的
testify,v.证明，证实，作证
testimony,"n. 证言,证据,声明"
text,n.原文本文课文正文v.发短信
textbook,n.课本教科书
textile,n.纺织品adj.纺织的
texture,n. 质地，纹理
than,conj.(比较级)比prep.比(用于两者之间的比较)
thank,vt.谢谢感谢n.感谢谢意
thanksgiving,n.感恩节
that,"adj.如此的上文提到的特定的pron.那adv.那样非常conj.引导从
句"
the,"art.(定冠词)这那这些那些adv.(用于比较级前)更加(用于形容
词、副词比较级前)越...越..."
theatre,n.戏院戏剧教室=theater
theft,n.盗窃，偷窃(行为)
their,pron.他(她、它)们的adj.他们的她们的它们的
theirs,pron.他(她)们的东西
them,pron.(宾格)他(她、它)们
theme,n.题目；词干；主旋律
themselves,pron.他(她、它)们自己
then,adv.当时然后那么而且adj.当时的n.当时
theoretical,adj.理论(上)的
theory,n.理论原理学说意见
therapy,n. 治疗
there,"adv.在那里在那点上从那里到那里n.那一点那个地方pron.表示
存在(与be连用)"
thereafter,ad.此后，以后
thereby,adv.因此从而由此
therefore,adv.因此所以
thermal,a.热的；温泉的
thermometer,n.温度计寒暑表
these,adj. &pron.这些
thesis,n.论题，论点；论文
they,pron.(主格)他(她)们
thick,adj.厚的粗的密的浓adv.厚浓密n.密集处最厚处
thickness,n.厚(度)密(度)一层含混不清
thief,n.窃贼偷窃犯小偷
thin,adj.薄的淡的稀的vi.变薄变瘦adv.薄薄地稀疏地
thing,n.物用品事情况(复)things：所有物财产用品
think,vt.想想要认为考虑记起n.想
third,num.第三三分之一adj.第三的三分之一的
thirdly,adv.第三
thirst,n.渴口渴渴望vi.(for)渴望渴求
thirsty,adj.口渴的渴望的
thirteen,num.十三十三个
thirty,num.三十三十个
this,adj.这今pron.这这个adv.这么这样
thorn,n.刺，棘；荆棘；蒺藜
thorough,adj.彻底的详尽的完全的精心的
those,pron.那些adj.那些
though,conj.虽然尽管adv.可是然而不过
thought,n.思想思维想法观念意向动词think的过去式和过去分词
thoughtful,adj.沉思的体贴的
thousand,num.千千个n.无数千(复)thousands：成千上万许许多多
thread,"n.线细丝螺纹头绪线索思路vt.穿线于穿过遍布vi.小心地通过蜿
蜒前进滴下成丝状"
threat,n.威胁恐吓凶兆vt.威胁恐吓
threaten,vt. &vi.威胁恐吓
three,num.三三个pron. & adj.三(个只...)
threshold,n.门槛；入门，开端
thrill,n.一阵激动震颤激动v.(使)震颤兴奋激动
thrive,vi.兴旺繁荣旺盛茁壮成长
throat,n.咽喉喉咙嗓音vt.低语压着嗓子说(唱)
throne,n.宝座御座王位君主
throng,n.群人群群众一大群大量vt.挤满群集挤压adj.拥挤的忙的
through,"prep.经过穿过凭借adv.从头到尾穿越完全adj.完成的完结的贯
穿的直通的"
throughout,prep.遍及贯穿adv.到处自始至终
throw,vt.投掷抛扔n.投掷抛
thrust,vt.插刺推挤n.插讽刺推力刺力推
thumb,n.(大)拇指v.翻阅示意要求搭车
thunder,n.雷雷声vi.打雷轰隆地响vt.吼出大声喊出
Thursday,n.星期四
thus,adv.如此这样因而因此从而
tick,"n.滴答声记号勾号虱类扁虱被套枕套褥套条纹厚棉布<英>赊账赊
欠vt.给...标记号vi.滴答作响运作"
ticket,n.票券标签罚款单纲领传票vt.加标签于售票
tide,n.潮潮汐潮流潮水趋势
tidy,"adj.整洁的整齐的<口>相当大的vt.使整洁整理vi.整理收拾
n.(沙发,椅子等的)背罩装杂物的容器"
tie,n.领带结束缚不分胜负联系vt.系约束捆绑vi.打结连结
tiger,n.老虎凶残之人
tight,adj.紧的紧身的严厉的密集的拮据的adv.紧紧地牢固地迅速地
tile,n.瓦片，瓷砖；贴砖
till,prep.& conj.直到...为止vt.耕作n.放钱的抽屉冰碛
tilt,vt.&vi.(使)倾斜
timber,n.木材，木料
time,"n.时间时机次数回倍vt.为...安排时间计时定时乘adj.根据时间
的时间上的"
timely,a.及时的；适时的
timetable,n.时间表时刻表课程表
timid,a.胆怯的；羞怯的
tin,n.锡罐头听头adj.锡制的vt.镀锡于
tiny,adj.微小的极小的
tip,"n.梢末端尖尖端小费提示轻击翻倒倾斜vi.给小费装顶端去掉...
的顶部倾斜翻倒vt.轻击"
tire,vi.疲劳累厌倦vt.使疲倦厌烦n.轮胎金属圈
tired,"adj.疲劳的疲倦的累的厌倦的装备以轮胎的动词tire的过去式和
过去分词形式"
tissue,n.薄绢薄纸(生物的)组织织物纸巾
title,n.标题题目称号头衔称号vt.予称号加标题于adj.标题的
to,"prep.(表示方向)到向达到(表示间接关系)给离对于为了adv.(表
示方向)去(门)关上"
toast,n.烤面包吐司祝酒祝酒词被祝酒的人vt.烘烤vi. (为... )祝酒
tobacco,n.烟草烟叶
today,adv.在今天现在当今n.今天当今adj.现在的
toe,n.脚趾足尖vt.趾触趾踢vi.踮着脚尖走
together,adv.共同一起adj.妥当的镇定的
toilet,n.厕所盥洗室浴室梳洗打扮礼服创口洗涤v.打扮使用厕所
token,n.象征；辅币；纪念品
tolerance,n.忍受容忍忍耐力宽容公差
tolerant,a.容忍的；有耐力的
